pH;Dureza;Sólidos;Cloraminas;Sulfatos;Conductividad;Carbono_orgánico;Trihalometanos;Turbidez;Potabilidad
7.73;189.51;47022.75;8.23;287.09;567.72;14.98;71.21;3.51;SI
6.27;187.83;27577.21;9.14;322.92;277.05;13.29;59.45;3.65;SI
6.63;160.92;22557.78;5.31;338.63;416.9;15.79;53.28;5.18;SI
6.78;154.37;15525.39;6.08;343.03;597.98;17.12;56.12;3.02;SI
;204.74;25680.72;7.98;318.68;311.64;20.38;69.02;4.32;SI
8.16;278.34;29045.26;7.99;334.55;384.78;17.41;64.21;4.16;SI
7.77;251.46;21688.62;6.19;395.09;355.83;14.32;67.58;4.04;SI
7.3;182.41;13706.19;5.89;300.61;424.65;18.06;73.84;5.06;SI
;129.88;8906.98;6.83;327.55;525.22;17.66;32.19;3.84;SI
7.66;230.82;35056.23;7.66;364.13;305.63;18.48;72.21;4.79;SI
7.66;223.58;20259.73;7.39;351.16;510.05;14.21;73.19;5.48;SI
;209.87;20116.91;6.94;370.38;338.96;11.34;51.16;3.62;SI
7.8;210.67;19873.3;7.28;;448.6;7.02;55.8;3.35;SI
7.26;216.62;19412.11;6.93;;301.95;19.21;67.71;3.96;SI
7.54;211.05;34359.4;8.17;365.81;447.52;18.55;60.16;3.71;SI
7.75;229.49;21995.07;7.75;320.44;398.54;18.2;41.06;4.32;SI
7.44;194.76;34565.7;8.49;294.84;350.09;18.96;79.96;2.89;SI
6.56;164.64;30660.21;8.85;272.52;533.58;10.96;83.66;4.22;SI
7.04;220.5;19746.49;7.06;371.91;536.18;15.3;67.9;4.56;SI
7.88;226;19486.88;6.21;356.34;472.37;12;55.03;3.58;SI
7.5;236.71;21736.37;6.59;407.31;299.19;20.74;68.31;4.24;SI
;200.97;12700.49;7.71;395.09;464.02;15.09;63.62;3.76;SI
6.54;214.99;12330.41;7.3;389.82;465.35;22.09;24.53;3.43;SI
6.37;180.96;17502.88;6.47;367.73;411.58;11.6;;4.54;SI
5.76;171.97;8086.83;7.3;330.13;442.76;11.36;95.9;4;SI
6.92;188.91;14052.45;6.19;;338.32;17.86;66.74;3.57;SI
8.81;236.39;40684.39;6.61;303.53;278.36;14.58;72.87;4.24;SI
7.36;231.79;29169.72;7.93;375.1;389.27;13.85;39.53;3.75;SI
9.18;281.59;47852.89;8.33;314.78;422.32;9.97;64.07;2.96;SI
;192.74;32349.1;8.75;272.09;581.98;13.58;64.44;3.95;SI
6.55;145.81;25070.01;5.72;285.22;369.61;8.65;;4.82;SI
6.51;223.86;15147.17;7.67;389.39;437.05;12.09;52.34;4.23;SI
7.35;199.61;19073.26;5.77;336.99;413.21;12.48;56.79;4.3;SI
8.11;217.27;38184.47;7.25;311.91;281.07;13.03;78.58;4.43;SI
;237.08;35434.28;7.62;381.34;365.03;13.45;33.44;3.83;SI
5.99;151.36;20155.43;7.72;275.08;478.33;18.02;99.06;3.76;SI
;212.71;25626.48;8.59;338.66;330.25;11.05;64.47;4.22;SI
;161.04;25583.49;6.8;;467.48;14.11;52.33;4.51;SI
6.43;177.25;20321.23;6.38;373.05;375.03;11.68;61.63;3.64;SI
6.77;201.65;25887.63;9.37;327.62;519.38;17.72;90.06;5.2;SI
7.93;224.72;27402.02;6.88;343.29;315.91;14.14;32.44;4.85;SI
7.34;229.98;12603.4;5.98;351.32;370.86;19.39;79.97;4.02;SI
7.08;198.41;16648.6;6.93;348.55;472.28;17.25;59.63;3.26;SI
6.75;176.79;32040.51;7.93;;467.15;11.21;47.53;3.74;SI
7.74;203.4;21403;7.62;333.21;424.33;16.95;48.42;3.61;SI
7.56;223.23;14739.07;6.73;372.03;481.34;8.9;62.13;4.26;SI
7.83;213.25;18821.39;6.48;316.57;405.28;16.87;55.91;3.55;SI
6.75;154.33;25137.43;8.5;274.88;330.08;15.98;69.94;3.49;SI
6.54;146.06;35965.74;8.58;;474.01;21.37;54.13;3.79;SI
8.55;236.86;17828.29;4.75;341.04;423.11;15.31;80.93;3.04;SI
7.5;231.54;22452.64;7.82;;381;14.34;;4.66;SI
5.76;183.07;22025.7;8.95;;376.58;10.55;63.3;3.25;SI
7.28;165.8;30396.9;7.84;281.9;475.65;12.33;83.4;6.08;SI
7.49;216.38;9465.32;4.95;341.46;501.35;11.25;52.95;3.75;SI
6.12;158.73;22481.03;8.47;;458.99;15.5;;3.98;SI
5.23;127.12;7907.33;6.76;335.46;475.33;12.73;79.42;5.14;SI
;255.95;15097.02;8.48;361.97;471.48;14.57;40.29;3.23;SI
6.42;180.29;26034.53;9.71;308.96;473.06;17.72;57.6;3.14;SI
7.67;205.6;11579.44;4.26;356.14;407.72;10.83;83.24;4.59;SI
7.13;191.4;25227.55;6.61;319.25;419.3;12.87;78.47;4.51;SI
;108.92;14476.34;5.4;281.2;512.23;15.01;86.67;3.9;SI
6.62;179.24;26392.86;9.31;;496.36;12.79;78.26;4.45;SI
6.5;159.18;13403.09;6.96;296.08;359.97;15.64;63.51;3.75;SI
7.46;195.03;33173.5;7.55;;534.17;17.33;38.37;3.54;SI
;221.67;32269.5;8.77;303.96;357.36;12.82;51.37;4.8;SI
7.1;221.51;17240.02;9.18;322.62;442.54;16.58;78.12;4.79;SI
6.99;197.69;12150.72;7.98;341.1;303.6;14.33;70.86;3.85;NO
;184.74;32328.71;8.4;292.94;617.14;8.35;51.46;5.49;NO
8.3;222.44;20320.11;7.32;297.14;374.12;15.78;93.45;4.17;NO
3.85;211.76;14686.28;7.56;326.91;371.27;21.77;35.78;3.14;NO
;174.92;28990.79;4.66;417.34;468.84;10.02;53.35;3.67;NO
9.38;166.27;32471.46;7.34;;498.31;12.78;56.79;4.57;NO
9;169.23;21790.01;7.92;;436.92;18.22;73.22;4.52;NO
5.69;241.22;14083.83;5.74;293.47;498.28;24.76;70.73;2.99;NO
7.3;177.66;23441.27;9.11;326.29;478.47;14;55.18;2.77;NO
7.03;201;24510.51;5.82;401.27;371.62;12.85;89.19;4.42;NO
4.35;197.28;9848.04;10.81;;295.75;19.96;81.75;4.36;NO
5.29;234.27;26811.2;3.61;369.61;570.98;12.78;44.68;3.52;NO
7.26;187.77;24354.34;7.2;;346.29;10.89;61.56;4.27;NO
9.25;184.44;22749.18;7.4;375.01;436.49;15.4;44.79;4;NO
9.68;199.53;32916.33;6.13;;461.3;16.11;76.54;2.8;NO
;184.99;19764.63;7.51;;293.48;12.93;;3.02;NO
6.74;196.83;23565.73;7.59;315.57;500.14;11.66;31.78;3.5;NO
6.81;261.39;15149.49;7.06;;397.79;11.99;66.26;3.28;NO
6.97;222.89;25441.06;7.38;;647.35;17.39;38.73;4.36;NO
7.45;179.15;17763.31;9.88;328.46;364.13;12.98;49.05;2.95;NO
6.21;192.22;19330.04;8.79;;401.38;18.23;61.27;3.21;NO
7.34;187.67;21273.46;7.78;;332.08;16.84;55.02;4.03;NO
7.05;187.42;15423.39;8.87;341.56;561.79;14.28;;3.17;NO
6.64;226.53;13730.26;9.06;257.46;275.07;12.78;;3.81;NO
10.15;242.15;24649.67;4.8;347.07;348.48;17.61;73;4.48;NO
14;235.68;24008.99;5.64;381.1;460.75;13.45;72.86;3.17;NO
8.47;128.62;15273.05;10.73;;553.35;16.93;69.74;4.15;NO
6.04;151.15;24207.08;8.41;;410.91;10.09;107.59;4.2;NO
5.84;194.62;17721.96;5.65;410.36;622.96;17.63;93.07;4.24;NO
8.11;236.49;26631.21;6.27;275.09;496.99;18.59;58.31;2.65;NO
5.59;143.51;22234.7;9.25;368.39;437.12;11.58;52.42;4.15;NO
5.9;196.27;19399.22;7.64;328.27;324.05;18.51;77.16;3.82;NO
10.28;249.32;23259.01;3.33;284.41;468.87;5.19;67.62;2.84;NO
9.58;205.75;33080.59;5.66;356.7;333.07;16.98;68.91;3.42;NO
7.09;139.91;18975.64;7.57;423.05;528.27;18.56;68.65;3.63;NO
;210.74;12229.3;6.95;387.39;422.03;14.68;77.32;2.52;NO
9.69;190.16;18752.58;7.07;;461.07;9.11;64.23;3.09;NO
6.53;181.07;22444.08;10.47;271.86;351.06;12;;3.57;NO
;193.63;18753.21;8.69;327.34;478.1;13.17;52.67;2.37;NO
7.74;208.92;27648.16;5.62;332.82;397.06;12.49;73.18;5.02;NO
8.29;191.86;22526.28;7.98;;292.86;18;72.58;4.29;NO
7.25;223.7;24311.91;7.39;275.62;306.78;9.7;77.2;4.36;NO
7.74;219.66;30809.71;6.79;;405.03;12.76;70.37;5.1;NO
;214.22;19026.67;7.63;;421.14;16.83;74.63;3.99;NO
6.89;185.74;12218.1;8.02;350.66;394.44;17.06;86.63;4.1;NO
6.05;230.59;20278.38;9.36;305.78;333.53;12.59;55.3;2.22;NO
11.57;192.92;39234.47;8.86;236;463.44;19.63;81.5;3.76;NO
10.16;194.3;28915.64;7.3;316.53;279.17;18.45;63.06;2.94;NO
8.72;145.25;20256.35;10.65;;612.33;13.05;94.83;3.01;NO
3.72;183.35;14841.24;9.53;;293.92;12.94;112.06;3.78;NO
4.89;184.55;10922.54;7.46;352.83;338.68;21.62;91.01;3.59;NO
6.07;138.22;14852.53;8.09;;389.3;17.02;100.44;5.04;NO
9.03;156.27;24897.56;7.64;416.53;342.75;13.6;62.5;3.63;NO
9.91;160.1;32130;6.11;405.3;541.22;11.55;46.08;5.55;NO
;165.74;19919.32;7.28;351.97;420.12;17.78;46;3.43;NO
4.23;207.67;21214.37;6.84;304.28;488.46;13.49;65.31;3.73;NO
9.14;233.18;32105.29;6.75;;370.93;16.33;68.7;3.64;NO
3.91;152.82;17857.72;7.36;324.38;342.41;7.64;75.2;3.2;NO
7.38;148.3;14417.98;9.08;347.96;316.58;13.49;58.86;5.34;NO
;180.68;8692.54;8.67;396.53;534.34;10.3;87.65;3.91;NO
8.52;141.81;12658.18;11.26;347.27;387.09;12.79;69.58;4.34;NO
5.71;199.12;25815.61;6.38;;483.82;11.64;79.47;4.33;NO
3.72;199.08;15900.8;8.56;291.1;371.85;11.97;;2.35;NO
6.52;183.23;14284.65;8.39;373.09;495.42;11.64;58.66;3.27;NO
7.91;190.43;16461.5;5.45;394.31;294.18;17.66;82.42;3.89;NO
6.59;211.17;28990.3;8.88;267.2;504.91;14.05;68.98;4.1;NO
4.3;218.32;17639.86;7.53;331.83;424.21;15.01;70.05;4.59;NO
8.58;215.14;15778.73;7.53;316.96;359.83;14.94;79.46;4;NO
8.88;145.28;17621.39;8.27;341.48;286.89;15.19;42.29;4.71;NO
10.5;143.77;31320.25;7.73;402.95;491.22;12;75.64;4.68;NO
;219.07;31044.74;6.77;263.9;411.47;16.21;70.85;1.98;NO
6.95;214.17;32946.57;5.48;333.44;318.88;12.81;15.68;4.93;NO
8.11;213.03;24531.87;6.24;322.1;517.49;14.35;59.86;2.77;NO
4.91;161.24;13516.91;8.21;343.31;535.22;14.36;71.44;4.2;NO
5.1;197.14;21682.75;7.76;292.25;424.67;10.93;51.22;4.33;NO
6.09;208.91;21456.6;9.6;263.45;459.02;19.3;31.01;4.52;NO
10.03;213.65;25433.23;5.2;319.01;362.26;13.99;68.02;2.9;NO
8.98;213.09;19030.72;5.29;316.94;473.15;15.89;66.09;4.66;NO
5.51;228.74;35343.63;4.35;;526.11;14.93;46.78;2.8;NO
;200.84;20743.35;6.91;264.64;450.36;10.21;70.5;3.81;NO
6.73;229.13;15058.14;5.12;315.88;443.96;13.78;76.27;4.19;NO
7.19;228.41;15395.47;7.4;334.78;294.92;13.93;50.75;4.1;NO
;190.38;30524.09;6.38;387.67;382.06;19.2;73.66;4.94;NO
7.13;173.69;19309.57;6.53;372.54;295.39;7.27;88.79;3.4;NO
5.63;203.73;19345.92;8.05;265.35;708.23;15.75;69.2;3.51;NO
;184.02;13361.23;9.26;335.09;467.44;19.58;80.08;4.41;NO
7.96;244.4;32405.41;3.32;307.64;433.91;16.25;67.68;3.96;NO
7.78;195.18;22329.74;6.11;416.95;371.62;10.96;;4.7;NO
5.17;206.27;17914.34;11.24;;357.7;4.9;72.08;3.84;NO
7.67;163.35;25035.27;8.26;329.6;431.87;16.08;89.09;4.62;NO
7.27;229.09;16404.76;7.59;272.28;518.61;17.88;67.1;4;NO
3.69;202.51;9439.78;10.34;313.14;543.69;15.44;65.21;3.85;NO
;221.13;27158.68;7.88;274.66;472.1;15.76;35.71;4.69;NO
7.69;220.82;26686.85;8.29;299.96;564.53;13.86;77.02;4.52;NO
8.16;236.34;27931.21;6.2;325.32;511.59;13.38;80.69;4.47;NO
7.19;184.16;31125.74;6.38;352.92;472.27;14.81;61.96;3.78;NO
5.69;202.36;17493.65;5.52;385.2;479.24;21.69;;3.73;NO
8.76;197.22;19572.15;7.49;376.84;518.39;19.19;35.79;3.53;NO
9.81;177.71;30575.95;6.39;;536.72;12.34;46.26;4.32;NO
9.97;237.02;26944.68;5.59;334.33;379.14;13.01;86.19;3.64;NO
;179.15;18282.07;7.87;326.19;397.22;9.44;57.85;2.76;NO
9.15;162.68;21463.06;9.82;;501.57;15.67;83.69;4.81;NO
;146.25;25623.34;7.31;;464.18;8.35;69;3.58;NO
5.84;157.88;16087.27;9.46;277.54;550.14;11.87;52.25;5.05;NO
;209.95;18668.36;4.45;347.58;479.56;16.09;68.8;3.77;NO
4.98;220.95;20988.09;7.99;232.55;373.62;12.24;45.95;4.48;NO
5.42;185.9;18020.84;6.4;447.42;332.05;7.72;67.33;5.22;NO
4.84;241.14;18328.4;7.4;237.52;355.28;12.72;75.4;4.58;NO
7.9;217.77;23575.99;7.49;279.15;548.16;10.33;65.18;3.14;NO
6.74;158.53;16304.53;7.13;;514.75;9.33;38.54;3.53;NO
8.66;206.92;29551.33;6.03;339.03;329.71;9.14;63.77;3.69;NO
4.16;181.74;25815.39;8.53;297.24;399.29;9.34;46.64;4.17;NO
8.52;212.3;28553.56;7.23;342.6;341.74;9;60.73;2.17;NO
10;215.11;33462.03;6.19;365.9;373.94;13.79;77.87;2.66;NO
7.04;204.92;24607.09;8.08;280.75;365.85;10.81;59.91;4.24;NO
2.8;186.12;11920.91;8.64;332.74;447.59;18.48;87.7;3.49;NO
5.97;186.47;23124.58;7.01;;446.22;16.46;64.69;5.16;NO
8.18;178.08;25623.87;7.57;391.92;353.51;19.75;74.3;3.85;NO
7.01;162.12;26395.25;6.62;;574.58;12.28;51.63;3.28;NO
8.18;258.9;17291.62;5.18;;434.5;12.81;51.1;4.3;NO
;162.51;24642.81;7.27;330.91;414.65;11.58;73.95;3.22;NO
6.87;216.74;13529.04;5.62;402.31;553.62;15.69;86.38;3.96;NO
7.95;147.12;20827.92;9.23;;474.85;10.71;60.26;4.54;NO
;204.26;26321.69;5.94;;487.27;20.41;70.34;3.31;NO
9.58;223.3;28292.78;5.67;;398.48;11.35;44.57;3.93;NO
7.27;195.12;21496.75;6.57;360.7;418.37;11.38;81.24;4.27;NO
;260.85;11803.74;5.26;336.04;424.06;12.32;70.2;2.82;NO
8.03;169.33;19168.53;8.08;405.53;350.58;15.18;68;3.74;NO
7.88;170.19;37000.96;6.22;346.06;517.58;15.87;68.91;4.07;NO
6.45;237.46;18736.19;5.6;;235.04;11.55;56.72;3.76;NO
5.19;171.24;12289.9;10.79;301.23;501.56;12.28;54.47;4.88;NO
6.54;197.43;15979.06;7.42;273.72;452.19;18.58;77.73;5.14;NO
5.92;195.74;12431.8;6.66;380.73;367.85;21.3;90.39;4.51;NO
8.14;184.23;30031.84;6.22;373.65;400.61;15.29;37.79;4.2;NO
;187.87;29532.62;7.98;274.49;469.13;16.17;78.93;4.59;NO
6.49;205.15;19821.34;6.34;298.38;482.6;12.16;89.48;4.91;NO
;205.34;25142.73;5.64;296.09;528.28;12.91;69.53;4.89;NO
6.98;205.56;16100.97;5.53;371.36;532.34;10.35;72.57;5.33;NO
5.49;134.56;15979.33;9.5;366.21;418.64;12.9;57.78;3.99;NO
2.56;147.49;21316.51;9.14;312.05;406.37;11.52;83.28;2.82;NO
7.31;199.81;14540.74;8.83;276.12;486.98;17.27;70.14;5.12;NO
8.55;191.71;32112.57;8.12;293.66;518.94;8.57;58.06;3.56;NO
6.7;148.84;13329.03;7.12;;403.42;20.79;70.35;3.4;NO
;194.72;18344.07;7.61;;320.36;12.33;75.11;4.52;NO
8.03;204.78;20408.49;4.53;406.33;515.58;21.56;70.55;3.92;NO
;168.04;18564.37;8.56;345.21;419.13;18.46;59.7;2.96;NO
8.62;228.76;19126.3;7.02;327.89;383.53;14.76;41.28;4.58;NO
9.47;169.21;33365.32;8.46;315.96;449.72;10.4;74.33;3.16;NO
6.79;227.23;14470.05;8.47;274.44;360.76;19.4;40.29;4.82;NO
;229.73;22444.56;5.7;320.99;389.03;15.5;34.25;3.85;NO
;188.4;21875.22;7.14;408.86;616.12;8.97;59.71;4.12;NO
5.49;186.7;16639.22;9.81;;355.94;12.25;;4.56;NO
5.05;191.72;18252.08;8.12;284.22;373.74;18.05;91.85;3.93;NO
6.25;199.1;27001.34;7.81;296.92;478.75;17.13;84.8;4.76;NO
8.14;221.75;29808.24;8.82;205.94;556.66;10.74;59.51;4.7;NO
6.85;158.08;11914.46;7.63;386.17;473.64;16.94;62.7;4.59;NO
8.8;225.9;23659.21;2.46;408.42;446.99;14.34;42.8;3.77;NO
;200.31;25356;7.11;304.65;394.25;16.07;77.81;3.28;NO
8.38;156.95;21923.87;7.66;379.54;364.79;11.77;62.86;3.59;NO
6.48;215.72;21165.59;7.64;348.47;315.08;13.54;46.17;4.04;NO
9.89;128.59;26436.03;8.78;349.75;480.67;9.11;65.33;4.62;NO
4.81;186.16;19118.05;7.05;359.41;577.49;8.3;73.15;3.6;NO
10.58;278.04;28652.14;2.79;379.28;334.21;15.01;65.2;3.05;NO
6.3;249.08;21046.45;5.46;;334.18;15.09;52.79;4.22;NO
7.82;208.64;22308.82;5.85;408.12;502.79;16.14;60.39;3.84;NO
7.99;191.94;16746.8;8.56;312.74;431.51;14.37;77.93;3.65;NO
9.67;130.61;30220.61;9.31;370.29;411.88;18.02;76.16;3.9;NO
5.94;179.95;26562.45;6.8;;431.97;14.63;75.43;2.23;NO
5.57;189.7;11512.47;8.72;329.94;331.33;18.02;66.19;4.37;NO
7.61;208.82;34538.54;5.6;301.79;470.74;15.67;35.37;4.69;NO
7.1;243.41;23493.12;4.79;283.34;341.44;16.07;45.63;3.07;NO
5.15;185.34;25669.72;7.82;318.45;449.92;18.3;49.34;3.84;NO
7.3;205.72;23778.76;8.18;333.34;529.62;12.35;41.03;3.94;NO
6.1;241.18;13539.81;6.02;335.4;363.63;13.46;60.92;4.13;NO
6;186.88;22554.83;8.39;331.21;444.89;4.47;65.95;4.04;NO
;153.04;28505;8.43;;346.31;15.14;48.38;3.83;NO
7.89;207.82;12359.63;7.38;340.98;499.36;14.05;97.63;5.43;NO
;159.83;23917.19;6.78;369.22;472.93;13.89;85.76;2.86;NO
7.68;204.86;21530.32;8.19;;445.37;16.31;78.02;3.19;NO
;163.96;19516.9;7.18;393.84;587.84;14.84;69.01;4.17;NO
10.39;262.74;39116.68;3.21;285.73;473.31;13.3;65.32;5.77;NO
6.71;236.54;33197.15;4.96;331.48;402.95;14.84;;4.59;NO
7.35;235.21;20443.14;7.18;;305.42;12.83;91.09;3.86;NO
;196.08;22746.06;7.7;325.48;397.05;21.09;51.94;3.71;NO
7.35;202.17;17032.77;6.21;361.44;600.3;17.3;89.08;4.3;NO
10.15;177.82;20642.59;5.76;;487.88;16.49;48.59;2.8;NO
6.38;266.02;21250.94;4.85;357.24;358.19;27.01;59.94;4.53;NO
7.94;181.77;15858.78;6.85;;584.83;10.59;81.96;5.43;NO
;197.71;31251.64;6.25;;322.22;14.27;74.64;3.91;NO
7.79;192.18;28086.87;7.16;329.71;327.38;10.68;52.42;1.96;NO
6.32;227.55;24463.14;6.26;;399.95;17.91;71.15;4.75;NO
;170.29;14550.42;7.85;395.5;486.37;13.8;51.42;3.79;NO
6.65;170.27;23432.11;7.07;;513.36;20.26;78.9;4.17;NO
6.01;205.48;23268.24;9.04;283.34;371.4;16.86;73.02;2.69;NO
10.09;189.73;17572.55;6.89;;416.64;9.48;92.89;4.33;NO
5.17;135.71;12060.01;8.64;;362.22;11.19;76.07;4.61;NO
5.57;229.17;15613.16;4.16;383.48;409.07;10.75;63.76;3.6;NO
9.49;254.53;28492.17;6.11;;620.98;18.42;65.45;3.63;NO
9.04;199.32;21696;5.97;350.18;288.51;13.4;73.06;5.66;NO
4.4;119.33;19100.09;11.75;;328.4;14.91;49.36;4.01;NO
6.98;205.94;22685.68;5.93;304.05;441.77;13.52;77.98;4.93;NO
6.69;160.26;17786.76;7.66;;247.92;17.44;86.86;5.56;NO
6.87;182.67;20247.2;6.87;330.81;420.33;17.95;60.07;4.84;NO
6.16;159.52;19781.61;10.08;310.14;505.11;16.77;42;3.8;NO
8.3;232.41;16548.36;6.34;301.09;395.34;13.79;78.62;3.89;NO
8.64;206.34;39557.26;6;290.58;345.49;14.71;;3.42;NO
;219.67;22210.61;5.88;;398.52;11.5;112.41;2.99;NO
7.35;214.72;32742.19;6.35;320.07;438.04;15.79;55.37;3.54;NO
7.57;206.2;15926.43;5.52;;457.64;11.55;;4.41;NO
7.86;209.75;19850.18;8.04;300.29;368.44;18.53;57.24;4.15;NO
;181.39;18908.63;7.22;325.9;356.17;14.78;93.44;4.01;NO
3.8;189.62;18529.8;6.89;396.11;365.27;15.27;86.68;4.83;NO
;234.51;19038.9;6.8;322.9;437.48;18.11;66.13;3.51;NO
11.24;178.6;33773.11;9.06;327.65;425.87;17.99;58.99;5.15;NO
6.4;126.49;20115.73;7.76;427.38;435.28;11.88;53.66;4.45;NO
;222.98;32237.25;5.92;336.65;526.78;9.84;77.24;4.01;NO
5.23;191.66;24855.91;7.02;337.27;343.35;15.92;77.32;3.19;NO
6.51;198.56;21626.56;5.9;389.34;296.26;9.18;;5.43;NO
7.83;171.29;25918.57;8.59;307.23;448.56;16.41;60.18;3.53;NO
7.39;178.34;12928.64;7.83;;376.49;18.11;40.4;3.85;NO
6.02;197.47;10529.31;5.31;416.5;412.01;9.91;59.17;5.22;NO
8.39;256.23;16795.82;4.14;;333.95;10.82;55.19;3.85;NO
8.38;223.33;27463.65;6.48;352.95;318.04;10.65;64.21;3.46;NO
7.39;209.62;17939.7;7.23;;349.21;13.58;68.15;3.78;NO
;235.79;21983.56;6.06;331.27;441.22;12.74;66.9;4.49;NO
8.38;166.88;29956.36;9.78;307.36;546.48;17.37;37.84;3.68;NO
7.09;222.5;30045.37;6.66;;531.96;16.16;46.1;4.08;NO
6.57;141.59;12875.13;9.12;340.91;339.98;17.11;86.07;2.23;NO
6.38;199.64;20453.82;5.85;;344.6;16.65;68.31;4.66;NO
7.54;201.96;26716.36;5.64;;516.35;14.99;83.54;4.21;NO
10.63;193.43;14054.13;10.33;327.06;479.4;14.08;66.37;5.14;NO
9.23;200.71;26744.23;6.83;339.82;363.95;14.14;86.95;4.83;NO
10.52;256.17;31965.36;5.01;288.57;505.36;12.54;75.34;4.34;NO
;229.74;22709.39;6.36;316.23;294.17;16.1;54.59;4.8;NO
6.02;236.98;19894.15;7.59;286.94;315.27;12.13;74.13;4.03;NO
;236.2;34822.82;4.97;362.07;538;19.09;87.8;3.78;NO
5.97;182.14;26804.11;5.74;399.25;481.9;9.21;48.94;4.21;NO
6.22;189.34;15155.55;6.82;306.89;297.76;11.96;81.39;3.49;NO
;175.83;36819.99;7.65;322.02;344.72;16.92;;3.52;NO
9.13;226.4;19968.68;5.72;386.7;440.54;11.75;;5.29;NO
;283.41;21160.09;4.27;253.43;525.99;6.87;54.65;3.98;NO
6.1;200.05;16404.94;6.39;366.02;444.45;16.03;72.3;4.3;NO
6.2;170;16666.13;9.48;;457.07;16.35;79.37;3.14;NO
5.81;184.54;29382.34;6.05;348.35;405.62;18.75;82.19;4.13;NO
6.76;212.64;22112.75;8.33;275.24;387.56;14.17;76.32;4.18;NO
;172.11;26595.37;8.23;;348.84;7.88;93.3;3.55;NO
6.37;128.62;13689.59;9.07;;319.79;8;36.01;3.43;NO
6.6;205.62;19635.59;7.17;344.03;430.56;12.17;57.36;3.97;NO
5.65;139.05;16575.82;7.86;390.54;418.54;13.27;66.08;3.87;NO
7.61;248.04;14609.98;6.36;322.36;275.32;11.71;94.78;4.58;NO
2.97;147.15;17326.2;2.5;393.17;375.41;12.8;76.41;2.78;SI
;181.56;19289.36;7.33;;274.7;14.09;56.8;2.62;SI
;232.1;16378.15;0.35;238.45;454.56;7.76;55.88;4.43;SI
8.11;198.77;35200.8;9.69;;348.97;19.07;72.87;3.66;SI
7.12;204.04;25131.67;5.4;292.32;424;12.84;55.4;3.92;SI
5.28;164.06;13679.06;5.97;;635.89;11.81;35.43;3.84;SI
;167.1;30362.68;9.99;362.26;432.03;9.97;94.98;3.35;SI
9.81;220.05;34132.07;9.75;233.87;367.04;13.5;62.95;4.48;SI
;172.21;26653.76;7.27;335.89;510.03;13.81;85.38;4.49;SI
8.02;197.79;23104.52;9.67;322.93;395.74;13.34;68.85;3.19;SI
6.6;206.92;14598.03;6.45;316.25;582.11;12.52;68.87;3.4;SI
6.45;198.49;19002.31;7.31;335.48;257.01;13.72;52.86;3.28;SI
6.27;163.39;28141.22;8.51;376.87;295.68;9.94;50.16;2.94;SI
;145;16219.48;5.56;379.96;374.54;11.12;72.29;4.9;SI
5.16;179.64;18666.56;5.2;400.9;485.31;14.06;75.82;4.32;SI
6.98;181.71;18194.55;8.26;371.15;201.62;11.27;68.19;3.41;SI
6.79;210.41;30471.93;6.61;326.59;493.18;19.99;61.12;2.91;SI
8.31;198.34;24344.97;8.34;278.87;456.53;15.51;64.44;3.76;SI
5.06;137.69;11229.14;6.41;481.03;580.1;15.39;43.88;3.16;SI
6.91;211.11;19224.99;6.38;307.1;323.89;21.21;71.92;5.41;SI
7.24;188.05;20877.53;8.45;;377.65;16.36;71.63;4.47;SI
6.16;189.06;27312.17;6.82;319.95;522.8;13.5;53.7;4.83;SI
9.16;241.38;28170.89;6.82;262.57;568.42;8.12;48.26;3.54;SI
5.28;166.73;18404.05;4.78;;347.22;15.53;63.01;3.63;SI
3.98;135.89;17430.84;6.31;373.49;344.4;15.62;68.37;3.67;SI
5.69;154.57;17628.04;6.66;390.09;324.43;17.35;67.41;4.07;SI
6.93;217.77;19026.02;3.12;317.07;448.23;12.94;76.82;2.01;SI
7.46;227;26559.36;5.66;300.69;332.07;16.05;28.68;3.88;SI
6.07;217.83;17162.75;3.52;319.04;612.09;16.54;64.83;2.69;SI
7.14;186.58;19502.54;8.1;305.43;355.94;15.65;73.89;2.57;SI
;182.11;21453.33;6.67;;392.43;15.46;60.05;5.04;SI
6.33;192.08;33315.95;7.05;;489.75;9.56;57.77;3.27;SI
6.15;169.4;23890.89;7.34;375.8;373.55;15.7;48.3;4.85;SI
;205.67;27044.96;4.03;298.21;515.75;9.06;48.03;4.07;SI
5.51;192.23;12137.1;5.23;433.02;405.49;8.51;54.92;4.57;SI
4.76;150.07;19197.11;7.94;374.48;400.45;11.13;69.26;4.58;SI
10.49;221.03;32092.06;12.63;333.32;403.82;10.66;87.99;2.89;SI
6.68;192.69;27468.98;5.81;281.41;299.89;12.24;46.07;4.34;SI
7.97;237.5;23517.68;5.35;283.58;478.89;15.26;53.67;2.83;SI
7.35;208.32;13714.83;8.22;352.85;336.91;20.85;69.44;5.86;SI
6.99;222.94;19713.41;5.29;310.89;270.06;18.36;;4.33;SI
5.47;180.38;12305.91;5.45;410.46;388.75;12.55;60.63;4.93;SI
7.84;206.67;17643.41;8.14;;474.99;16.17;68.08;3.18;SI
2.54;100.81;19872.85;5.01;418;420.83;13.98;85.94;2.84;SI
8.42;153.03;15924.8;11.1;329.13;431.17;12.32;52.63;3.96;SI
7.62;214.4;29818.1;6.51;298.35;494.95;13.31;70.05;3.8;SI
